#E_pot  E_kin  T  P
-2.280632e-05 7.245303e+02 2.904699e+02 8.020739e+02
-2.289851e-05 7.245141e+02 2.904634e+02 8.020560e+02
-2.298435e-05 7.245121e+02 2.904626e+02 8.020538e+02
-2.306427e-05 7.245348e+02 2.904717e+02 8.020789e+02
-2.313886e-05 7.245559e+02 2.904801e+02 8.021022e+02
-2.320885e-05 7.245404e+02 2.904739e+02 8.020851e+02
-2.327517e-05 7.245377e+02 2.904728e+02 8.020821e+02
-2.333866e-05 7.244622e+02 2.904426e+02 8.019985e+02
-2.339981e-05 7.244649e+02 2.904437e+02 8.020015e+02
-2.345943e-05 7.244676e+02 2.904448e+02 8.020045e+02
-2.351874e-05 7.244714e+02 2.904463e+02 8.020087e+02
-2.357903e-05 7.244877e+02 2.904528e+02 8.020267e+02
-2.364145e-05 7.244934e+02 2.904551e+02 8.020330e+02
-2.370697e-05 7.244744e+02 2.904475e+02 8.020120e+02
-2.377635e-05 7.245001e+02 2.904578e+02 8.020405e+02
-2.385070e-05 7.245227e+02 2.904668e+02 8.020655e+02
-2.393140e-05 7.245509e+02 2.904781e+02 8.020967e+02
-2.401929e-05 7.245398e+02 2.904737e+02 8.020844e+02
-2.411497e-05 7.245649e+02 2.904838e+02 8.021122e+02
-2.421961e-05 7.245601e+02 2.904818e+02 8.021069e+02
-2.433471e-05 7.245096e+02 2.904616e+02 8.020510e+02
-2.446062e-05 7.244732e+02 2.904470e+02 8.020107e+02
-2.459778e-05 7.244986e+02 2.904572e+02 8.020388e+02
-2.474670e-05 7.244726e+02 2.904468e+02 8.020100e+02
-2.490719e-05 7.244724e+02 2.904467e+02 8.020098e+02
-2.507978e-05 7.244808e+02 2.904501e+02 8.020192e+02
-2.526512e-05 7.244152e+02 2.904238e+02 8.019465e+02
-2.546292e-05 7.244126e+02 2.904227e+02 8.019436e+02
-2.567277e-05 7.243675e+02 2.904046e+02 8.018937e+02
-2.589419e-05 7.244452e+02 2.904358e+02 8.019797e+02
-2.612659e-05 7.244925e+02 2.904547e+02 8.020321e+02
-2.636920e-05 7.244634e+02 2.904431e+02 8.019998e+02
-2.662186e-05 7.244411e+02 2.904341e+02 8.019752e+02
-2.688378e-05 7.244574e+02 2.904407e+02 8.019932e+02
-2.715285e-05 7.244186e+02 2.904251e+02 8.019503e+02
-2.742772e-05 7.244459e+02 2.904360e+02 8.019805e+02
-2.770683e-05 7.244541e+02 2.904393e+02 8.019895e+02
-2.798849e-05 7.244187e+02 2.904251e+02 8.019504e+02
-2.827094e-05 7.244620e+02 2.904425e+02 8.019983e+02
-2.855196e-05 7.244539e+02 2.904393e+02 8.019894e+02
-2.882930e-05 7.244731e+02 2.904470e+02 8.020106e+02
-2.910136e-05 7.244779e+02 2.904489e+02 8.020159e+02
-2.936604e-05 7.244628e+02 2.904428e+02 8.019992e+02
-2.962007e-05 7.244757e+02 2.904480e+02 8.020135e+02
-2.986088e-05 7.244995e+02 2.904575e+02 8.020398e+02
-3.008691e-05 7.244889e+02 2.904533e+02 8.020280e+02
