#E_pot  E_kin  T  P
-3.707669e-04 7.524109e+02 3.016474e+02 8.329385e+02
-4.629024e-04 7.524110e+02 3.016475e+02 8.329386e+02
-5.967115e-04 7.524111e+02 3.016475e+02 8.329387e+02
-7.946769e-04 7.524113e+02 3.016476e+02 8.329389e+02
-1.093635e-03 7.524116e+02 3.016477e+02 8.329393e+02
-1.555395e-03 7.524121e+02 3.016479e+02 8.329398e+02
-2.286307e-03 7.524129e+02 3.016482e+02 8.329406e+02
-3.474198e-03 7.524141e+02 3.016487e+02 8.329420e+02
-5.459671e-03 7.524161e+02 3.016495e+02 8.329442e+02
-8.876270e-03 7.524196e+02 3.016509e+02 8.329481e+02
-1.492849e-02 7.524259e+02 3.016534e+02 8.329550e+02
-2.593756e-02 7.524372e+02 3.016580e+02 8.329676e+02
-4.635905e-02 7.524583e+02 3.016664e+02 8.329910e+02
-8.440856e-02 7.524975e+02 3.016822e+02 8.330343e+02
-1.535483e-01 7.525681e+02 3.017104e+02 8.331124e+02
-2.697628e-01 7.526847e+02 3.017572e+02 8.332415e+02
-4.354390e-01 7.528468e+02 3.018222e+02 8.334210e+02
-6.112005e-01 7.530152e+02 3.018897e+02 8.336074e+02
-7.219925e-01 7.531216e+02 3.019323e+02 8.337252e+02
-7.183609e-01 7.531180e+02 3.019309e+02 8.337213e+02
-6.017807e-01 7.530062e+02 3.018861e+02 8.335975e+02
-4.246476e-01 7.528364e+02 3.018180e+02 8.334095e+02
-2.613912e-01 7.526763e+02 3.017539e+02 8.332323e+02
-1.483736e-01 7.525628e+02 3.017083e+02 8.331066e+02
-8.160223e-02 7.524946e+02 3.016810e+02 8.330311e+02
-4.497210e-02 7.524569e+02 3.016659e+02 8.329894e+02
-2.533709e-02 7.524366e+02 3.016577e+02 8.329669e+02
-1.476009e-02 7.524257e+02 3.016534e+02 8.329548e+02
-8.953752e-03 7.524197e+02 3.016510e+02 8.329482e+02
-5.686674e-03 7.524163e+02 3.016496e+02 8.329445e+02
-3.800409e-03 7.524144e+02 3.016488e+02 8.329423e+02
-2.684900e-03 7.524133e+02 3.016484e+02 8.329411e+02
-2.011675e-03 7.524126e+02 3.016481e+02 8.329403e+02
-1.599331e-03 7.524121e+02 3.016479e+02 8.329398e+02
-1.345069e-03 7.524119e+02 3.016478e+02 8.329396e+02
-1.189194e-03 7.524117e+02 3.016478e+02 8.329394e+02
-1.096318e-03 7.524116e+02 3.016477e+02 8.329393e+02
-1.045162e-03 7.524116e+02 3.016477e+02 8.329392e+02
-1.022916e-03 7.524116e+02 3.016477e+02 8.329392e+02
-1.022065e-03 7.524116e+02 3.016477e+02 8.329392e+02
-1.038578e-03 7.524116e+02 3.016477e+02 8.329392e+02
-1.070901e-03 7.524116e+02 3.016477e+02 8.329392e+02
-1.119412e-03 7.524117e+02 3.016477e+02 8.329393e+02
-1.186197e-03 7.524117e+02 3.016478e+02 8.329394e+02
-1.275045e-03 7.524118e+02 3.016478e+02 8.329395e+02
-1.391644e-03 7.524119e+02 3.016478e+02 8.329396e+02
-1.543979e-03 7.524121e+02 3.016479e+02 8.329398e+02
-1.742970e-03 7.524123e+02 3.016480e+02 8.329400e+02
-2.003435e-03 7.524125e+02 3.016481e+02 8.329403e+02
-2.345499e-03 7.524129e+02 3.016482e+02 8.329407e+02
-2.796631e-03 7.524133e+02 3.016484e+02 8.329412e+02
-3.394605e-03 7.524139e+02 3.016487e+02 8.329418e+02
-4.191810e-03 7.524147e+02 3.016490e+02 8.329427e+02
-5.261564e-03 7.524158e+02 3.016494e+02 8.329439e+02
-6.707393e-03 7.524173e+02 3.016500e+02 8.329455e+02
-8.676770e-03 7.524193e+02 3.016508e+02 8.329477e+02
-1.138150e-02 7.524220e+02 3.016519e+02 8.329508e+02
-1.512805e-02 7.524258e+02 3.016534e+02 8.329549e+02
-2.036260e-02 7.524311e+02 3.016555e+02 8.329608e+02
