#E_pot  E_kin  T  P
-1.144239e-02 7.640469e+02 3.063124e+02 8.458198e+02
-8.312672e-03 7.272661e+02 2.915667e+02 8.051025e+02
-6.348699e-03 7.457467e+02 2.989757e+02 8.255610e+02
-4.897336e-03 8.238854e+02 3.303021e+02 9.120626e+02
-3.713814e-03 7.958668e+02 3.190692e+02 8.810452e+02
-3.093220e-03 8.044593e+02 3.225141e+02 8.905574e+02
-2.599496e-03 8.604529e+02 3.449623e+02 9.525437e+02
-2.133520e-03 8.470607e+02 3.395933e+02 9.377183e+02
-1.832139e-03 8.521742e+02 3.416433e+02 9.433791e+02
-1.719359e-03 8.260566e+02 3.311726e+02 9.144661e+02
-1.739382e-03 7.963353e+02 3.192571e+02 8.815639e+02
-1.637363e-03 7.740916e+02 3.103394e+02 8.569396e+02
-1.499503e-03 7.695850e+02 3.085326e+02 8.519506e+02
-1.437274e-03 7.039131e+02 2.822043e+02 7.792501e+02
-1.444612e-03 7.707871e+02 3.090146e+02 8.532814e+02
-1.523569e-03 7.855809e+02 3.149456e+02 8.696585e+02
-1.563754e-03 7.676414e+02 3.077535e+02 8.497990e+02
-1.601646e-03 7.849806e+02 3.147049e+02 8.689939e+02
-1.709761e-03 8.182148e+02 3.280287e+02 9.057851e+02
-1.962007e-03 7.789945e+02 3.123050e+02 8.623672e+02
-2.406675e-03 7.514372e+02 3.012571e+02 8.318605e+02
-3.223951e-03 7.334255e+02 2.940360e+02 8.119211e+02
-4.557559e-03 7.168714e+02 2.873994e+02 7.935953e+02
-6.521433e-03 7.664742e+02 3.072855e+02 8.485069e+02
-9.299327e-03 7.927074e+02 3.178026e+02 8.775477e+02
-1.193236e-02 7.713481e+02 3.092395e+02 8.539025e+02
-1.478267e-02 7.386065e+02 2.961132e+02 8.176567e+02
-1.969642e-02 7.638134e+02 3.062188e+02 8.455613e+02
-2.637941e-02 7.864504e+02 3.152942e+02 8.706211e+02
-3.527018e-02 8.043631e+02 3.224755e+02 8.904509e+02
